Age,Gender,Stream,ssc_p,hsc_p,Hostel,HistoryOfBacklogs,Internships,CGPA,PlacedOrNot
20,Male,Computer Science,63,63,0,0,2,5,0
24,Male,Mechanical,55,51,0,1,0,5,0
24,Male,Civil,76,62,0,0,0,5,0
21,Male,Information Technology,63,75,0,0,0,5,0
23,Male,Electrical,53,90,0,1,1,6,0
21,Female,Computer Science,70,57,1,0,0,7,1
23,Female,Computer Science,65,69,1,0,1,7,1
20,Male,Civil,60,62,1,0,1,6,1
24,Female,Information Technology,63,62,0,0,1,7,0
24,Female,Mechanical,63,78,0,0,1,7,1
20,Male,Civil,61.33,70,1,1,0,7,0
23,Male,Electronics And Communication,73,62.5,0,1,0,6,0
24,Male,Mechanical,62,73,1,0,0,8,1
20,Male,Mechanical,42,82,1,1,0,8,1
23,Male,Information Technology,78,57,0,1,0,7,0
22,Female,Information Technology,60,72,0,0,0,8,1
24,Male,Electronics And Communication,72,61,0,0,0,7,0
23,Male,Information Technology,82,78,0,0,0,7,0
21,Male,Information Technology,60,63,0,0,0,7,1
23,Male,Computer Science,67,64,0,0,1,8,1
21,Female,Electronics And Communication,66,50,0,0,1,7,0
24,Male,Information Technology,58,90,0,0,1,7,1
24,Female,Electronics And Communication,78,82,0,0,0,8,1
22,Male,Information Technology,91,63,1,0,2,7,0
21,Female,Electronics And Communication,78.33,70,0,0,0,7,0
23,Male,Electronics And Communication,68,54,0,0,2,8,1
22,Male,Information Technology,52,61,0,0,0,7,1
24,Male,Civil,73.6,79,1,0,0,8,1
20,Male,Mechanical,49.8,68,0,0,1,8,1
22,Male,Computer Science,49.2,63,0,0,1,8,1
21,Male,Civil,64,72.8,0,0,0,8,1
20,Male,Information Technology,79,75,0,0,1,7,1
21,Male,Civil,70,80,1,0,0,8,1
22,Male,Computer Science,61,68.4,0,1,1,8,1
24,Male,Computer Science,68.4,40,0,0,1,7,0
21,Male,Civil,55,67,0,0,0,7,1
23,Male,Information Technology,87,66.8,0,0,1,8,1
21,Male,Electrical,47,59,0,0,0,6,1
20,Male,Mechanical,75,71,1,1,1,7,0
24,Male,Information Technology,66.2,73,0,0,1,8,1
20,Female,Computer Science,67,61,1,1,2,7,0
23,Female,Electronics And Communication,66,60,0,0,0,6,0
22,Male,Civil,67,73.4,0,0,0,6,0
22,Male,Computer Science,65,89.7,0,0,3,8,1
23,Male,Mechanical,76,65,1,0,1,8,1
23,Male,Information Technology,60.8,57,0,1,0,7,1
23,Male,Electrical,60,68,0,0,0,8,1
20,Male,Civil,97.7,64,0,0,0,8,1
24,Male,Mechanical,54.6,92,1,1,0,6,1
20,Female,Electronics And Communication,79,56,0,0,0,8,1
22,Male,Electronics And Communication,67,59,0,0,1,8,1
20,Male,Civil,76.5,63,0,0,2,6,1
23,Male,Electrical,67,64,0,0,0,7,1
21,Male,Civil,73.5,70,0,0,0,7,0
24,Male,Mechanical,53,64.8,1,0,0,6,1
21,Male,Mechanical,81,64,1,1,0,8,1
22,Male,Information Technology,65,60,0,0,1,7,1
24,Male,Information Technology,51,64.89,0,0,0,6,1
20,Male,Electrical,78,50,0,0,0,7,0
24,Male,Mechanical,44,65.66,1,1,1,8,1
22,Male,Mechanical,76,63,1,0,0,8,1
23,Male,Information Technology,58,74,0,0,2,7,1
21,Female,Information Technology,68,86,0,0,0,6,0
22,Male,Electronics And Communication,77,58,0,0,1,8,1
21,Male,Computer Science,63.16,58.66,0,1,0,6,1
23,Female,Computer Science,39,65,1,0,1,7,0
21,Male,Mechanical,87,60.5,1,0,0,7,0
21,Male,Electronics And Communication,73,59,0,1,0,7,0
20,Male,Information Technology,64,63,0,0,1,8,1
21,Male,Information Technology,71.98,74.66,0,0,1,8,1
22,Male,Computer Science,60,69.4,0,1,0,6,0
24,Male,Computer Science,62,62.5,0,0,1,8,1
20,Male,Electronics And Communication,37,63,0,0,0,7,0
21,Male,Information Technology,73.2,49,1,0,1,6,0
21,Male,Computer Science,61.12,74,0,1,0,6,0
21,Male,Electronics And Communication,45.83,51,0,1,0,8,1
21,Female,Computer Science,70,87.6,1,1,1,8,1
21,Female,Electronics And Communication,60,67,0,0,0,8,1
23,Female,Electronics And Communication,66.6,72.5,0,0,0,8,1
21,Male,Civil,71.4,78.33,1,1,0,6,0
24,Female,Electronics And Communication,76,62,0,0,0,8,1
23,Female,Mechanical,62,62,1,0,1,6,0
23,Male,Electrical,65.58,51,0,0,0,8,1
23,Male,Computer Science,70,42.16,0,0,1,8,1
22,Male,Information Technology,73.4,67.2,0,1,1,8,1
21,Male,Mechanical,64.2,80,1,0,0,6,0
24,Male,Information Technology,70,58,0,0,0,6,1
24,Male,Electronics And Communication,73,52,1,1,1,6,1
22,Male,Electronics And Communication,47,50.83,1,1,1,8,1
20,Male,Mechanical,74,62,1,0,0,6,0
20,Male,Computer Science,78.5,60,0,0,0,8,1
21,Male,Electrical,47,97,0,0,0,6,0
22,Male,Information Technology,73,56,0,0,0,6,0
24,Female,Electronics And Communication,61,64,0,0,0,6,1
21,Male,Information Technology,70.29,71.5,0,0,0,7,0
24,Female,Computer Science,67,60.33,1,0,1,7,1
22,Male,Information Technology,83.83,65,0,0,0,6,0
24,Male,Information Technology,64.8,77,0,0,2,8,1
22,Male,Information Technology,62,62.83,0,0,1,6,0
21,Male,Civil,70.4,72,1,1,0,7,0
20,Male,Mechanical,80,64,1,0,0,7,0
22,Male,Computer Science,90.9,65.5,0,0,0,6,0
21,Male,Computer Science,62,47,0,0,0,6,0
22,Male,Electronics And Communication,62,77.6,0,0,0,7,0
23,Male,Electronics And Communication,63,70.2,0,0,0,6,0
23,Female,Information Technology,67,61,0,0,1,5,0
22,Female,Computer Science,79,61.4,1,0,1,5,0
20,Female,Computer Science,63,63,1,1,0,5,0
20,Male,Mechanical,89.83,55,1,0,0,5,0
24,Female,Computer Science,63,76,1,0,2,5,0
24,Male,Electronics And Communication,51,63,0,0,0,6,1
22,Male,Information Technology,62,53,0,0,1,6,0
23,Female,Electronics And Communication,62.83,70,0,0,0,5,0
22,Male,Mechanical,72,65,1,0,1,6,0
21,Female,Mechanical,64,60,1,0,1,5,0
22,Male,Mechanical,65.5,63,0,0,1,5,0
24,Male,Information Technology,47,63,0,1,1,6,1
23,Male,Mechanical,77.6,61.33,1,1,0,5,0
23,Female,Civil,70.2,73,0,0,1,5,0
22,Male,Electrical,61,62,0,0,0,5,0
20,Male,Computer Science,61.4,42,0,0,1,5,0
23,Male,Computer Science,63,78,0,0,1,5,0
23,Male,Civil,55,60,0,0,0,5,0
21,Female,Information Technology,76,72,0,0,0,6,0
24,Male,Civil,63,82,0,0,0,6,1
23,Male,Computer Science,53,60,0,0,0,6,1
24,Male,Information Technology,70,67,0,0,1,6,1
22,Male,Information Technology,65,66,0,0,1,5,0
22,Male,Electrical,60,58,1,1,1,6,0
21,Male,Information Technology,63,91,0,0,0,5,0
21,Male,Electronics And Communication,63,78.33,0,0,0,6,0
20,Male,Computer Science,61.33,68,0,0,0,5,0
22,Male,Information Technology,73,52,0,0,0,6,0
23,Female,Mechanical,62,73.6,1,0,1,5,0
22,Male,Computer Science,42,49.8,0,0,2,6,1
23,Male,Civil,78,49.2,0,1,1,6,0
22,Male,Electrical,60,64,1,0,2,6,1
21,Male,Mechanical,72,79,1,1,0,5,0
21,Male,Electrical,82,70,0,0,0,6,0
20,Male,Mechanical,60,61,1,0,1,5,0
24,Male,Information Technology,67,68.4,0,0,0,6,1
23,Male,Mechanical,66,55,1,0,0,5,0
21,Male,Civil,58,87,0,1,0,5,0
21,Male,Computer Science,78,47,0,1,1,6,0
20,Male,Information Technology,91,75,0,0,0,6,0
21,Male,Computer Science,78.33,66.2,0,0,2,5,0
23,Male,Computer Science,68,67,0,0,3,6,1
21,Male,Electronics And Communication,52,66,0,0,1,5,0
22,Male,Electrical,73.6,67,0,1,1,6,0
20,Male,Civil,49.8,65,0,1,0,6,0
24,Male,Information Technology,49.2,76,0,0,0,6,1
24,Male,Electronics And Communication,64,60.8,0,1,1,6,1
22,Male,Mechanical,79,60,1,0,0,6,0
22,Male,Information Technology,70,97.7,0,0,0,6,0
23,Male,Civil,61,54.6,0,1,1,6,0
22,Male,Computer Science,68.4,79,0,0,0,6,0
24,Male,Mechanical,55,67,1,0,0,6,1
20,Male,Mechanical,87,76.5,1,1,0,6,0
24,Male,Civil,47,67,0,0,1,6,1
21,Male,Mechanical,75,73.5,1,0,1,5,0
23,Male,Computer Science,66.2,53,0,1,0,5,0
23,Female,Computer Science,67,81,1,0,1,5,0
23,Male,Computer Science,66,65,0,0,1,6,0
21,Male,Computer Science,67,51,0,0,1,6,0
22,Male,Civil,65,78,1,0,0,5,0
21,Male,Electronics And Communication,76,44,0,0,0,6,0
22,Male,Electrical,60.8,76,1,1,1,6,0
22,Male,Information Technology,60,58,0,0,0,5,0
23,Male,Civil,97.7,68,0,0,1,6,0
23,Male,Civil,54.6,77,0,1,0,6,0
21,Male,Electrical,79,63.16,0,1,0,6,0
21,Male,Computer Science,67,39,0,1,0,6,0
23,Female,Computer Science,76.5,87,1,0,1,8,1
20,Male,Computer Science,67,73,0,1,3,7,0
21,Male,Electronics And Communication,73.5,64,0,0,2,7,1
21,Female,Computer Science,53,71.98,1,0,0,7,0
23,Male,Computer Science,81,60,0,0,1,7,0
20,Male,Computer Science,65,62,0,0,1,6,0
21,Male,Information Technology,51,37,0,0,1,6,0
20,Male,Information Technology,78,73.2,0,0,0,8,1
22,Female,Information Technology,44,61.12,0,0,1,6,0
21,Female,Information Technology,76,45.83,0,0,1,6,0
24,Male,Information Technology,58,70,0,0,0,7,0
20,Male,Computer Science,68,60,0,0,1,8,1
23,Male,Electrical,77,66.6,0,0,1,8,1
22,Female,Electronics And Communication,63.16,71.4,1,0,1,7,0
20,Male,Information Technology,39,76,0,0,1,6,0
20,Male,Civil,87,62,0,0,0,7,0
24,Male,Computer Science,73,65.58,0,0,2,6,1
22,Male,Civil,64,70,1,0,0,8,1
20,Female,Information Technology,71.98,73.4,0,0,1,6,0
21,Male,Civil,60,64.2,1,0,0,8,1
22,Male,Mechanical,62,70,0,0,0,8,1
22,Male,Information Technology,37,73,1,0,1,8,1
22,Female,Electronics And Communication,73.2,47,0,0,0,8,1
24,Male,Civil,61.12,74,1,0,1,7,0
22,Male,Information Technology,45.83,78.5,0,0,1,6,0
23,Male,Information Technology,70,47,0,0,0,7,0
23,Male,Electronics And Communication,60,73,0,1,1,6,0
22,Female,Information Technology,66.6,61,0,0,1,6,0
23,Male,Mechanical,71.4,70.29,1,0,1,6,0
24,Male,Information Technology,76,67,0,0,0,6,1
24,Male,Information Technology,62,83.83,0,0,0,8,1
22,Male,Computer Science,65.58,64.8,0,1,0,6,0
24,Male,Computer Science,70,62,0,0,1,6,1
21,Female,Computer Science,73.4,70.4,1,0,0,7,0
24,Male,Computer Science,64.2,80,0,0,0,7,1
21,Male,Mechanical,70,90.9,0,0,0,8,1
24,Male,Civil,73,62,1,0,0,6,1
24,Male,Information Technology,47,62,0,0,1,6,1
21,Male,Electrical,74,63,0,0,1,6,0
24,Male,Electronics And Communication,78.5,67,0,1,1,8,1
20,Male,Computer Science,47,79,0,0,0,6,0
20,Female,Mechanical,73,63,1,0,1,6,0
24,Male,Computer Science,61,89.83,0,0,0,6,1
21,Male,Computer Science,70.29,63,0,0,2,8,1
22,Male,Computer Science,67,51,0,0,1,8,1
23,Male,Electronics And Communication,83.83,62,0,0,0,7,0
21,Female,Information Technology,64.8,75,0,0,0,8,1
23,Male,Computer Science,62,90,0,0,1,6,0
23,Male,Civil,70.4,57,0,0,0,8,1
22,Male,Electronics And Communication,80,69,0,0,0,7,0
24,Male,Electronics And Communication,90.9,62,1,1,1,7,0
22,Male,Information Technology,62,62,0,0,0,6,0
24,Male,Civil,62,78,1,1,0,7,0
21,Male,Mechanical,63,70,1,1,0,8,1
22,Female,Electronics And Communication,67,62.5,1,1,1,6,0
22,Male,Civil,79,73,0,0,0,7,0
22,Male,Information Technology,63,82,1,0,1,6,0
24,Female,Electronics And Communication,89.83,57,1,1,1,7,1
24,Male,Computer Science,63,72,0,1,0,6,1
23,Female,Mechanical,51,61,1,0,1,7,0
22,Male,Electronics And Communication,62,78,0,0,1,8,1
20,Female,Mechanical,67,63,1,0,1,8,1
21,Male,Civil,79.33,64,0,0,0,7,0
20,Male,Mechanical,65,50,1,0,1,7,0
22,Male,Computer Science,56,90,0,0,0,7,0
21,Male,Computer Science,85.8,82,0,0,2,6,1
23,Male,Computer Science,55,63,0,0,1,8,1
20,Male,Electronics And Communication,46,70,1,1,1,8,1
22,Female,Computer Science,82,54,1,0,1,6,0
20,Male,Mechanical,73,61,1,0,0,8,1
21,Male,Electronics And Communication,58,79,0,0,0,7,0
22,Male,Electronics And Communication,58,68,0,0,0,8,1
21,Male,Mechanical,69.6,63,1,0,0,7,0
23,Male,Electronics And Communication,47,72.8,0,0,0,6,0
21,Male,Electrical,77,75,0,0,0,7,0
21,Male,Information Technology,62,80,1,0,1,6,0
20,Male,Mechanical,65,68.4,1,1,0,6,0
21,Male,Computer Science,63,40,0,0,1,6,0
24,Male,Mechanical,55,67,1,1,0,8,1
21,Male,Electrical,63,66.8,0,0,0,6,0
22,Male,Civil,60,59,0,0,0,7,0
24,Female,Information Technology,62,71,0,0,1,7,0
22,Male,Computer Science,79,73,0,0,1,6,0
21,Male,Information Technology,69.8,61,0,0,2,8,1
23,Male,Computer Science,77.4,60,0,0,2,8,1
24,Male,Information Technology,76.5,73.4,0,0,2,8,1
22,Male,Mechanical,52.58,89.7,1,0,0,8,1
21,Male,Computer Science,71,65,0,0,1,8,1
21,Female,Computer Science,63,57,1,1,0,7,0
23,Male,Computer Science,76.76,68,0,0,0,6,0
20,Male,Information Technology,62,64,0,1,0,7,0
23,Male,Computer Science,64,92,0,0,0,6,0
23,Male,Electrical,67,56,0,0,1,7,1
21,Female,Information Technology,61,59,0,0,1,6,0
21,Male,Information Technology,87,63,0,0,2,7,1
22,Male,Mechanical,62,64,1,1,1,7,0
24,Male,Mechanical,69,70,1,0,1,7,0
21,Male,Information Technology,51,64.8,1,0,1,7,0
21,Male,Civil,79,64,1,0,0,7,0
21,Female,Electronics And Communication,73,60,1,0,1,7,0
20,Male,Computer Science,81,64.89,0,0,0,7,0
24,Male,Computer Science,78,50,0,0,1,7,0
20,Male,Information Technology,74,65.66,0,0,0,6,0
20,Female,Electrical,49,63,0,1,1,7,1
20,Male,Information Technology,87,74,0,0,0,7,0
24,Male,Electrical,77,86,0,0,1,7,1
22,Male,Electronics And Communication,76,58,0,1,1,8,1
23,Female,Information Technology,70.89,58.66,0,0,0,7,0
20,Male,Electronics And Communication,63,65,0,0,2,7,1
22,Male,Computer Science,63,60.5,0,0,0,6,0
21,Male,Electronics And Communication,50,59,0,0,0,8,1
21,Male,Computer Science,75.2,63,0,0,0,6,0
22,Male,Information Technology,54.4,74.66,0,1,0,8,1
22,Male,Computer Science,40.89,69.4,0,0,0,6,0
22,Male,Mechanical,80,62.5,1,0,0,6,0
22,Male,Information Technology,74,63,0,0,2,6,1
21,Male,Information Technology,60.4,49,0,0,1,7,0
22,Female,Electrical,63,74,0,0,0,8,1
23,Female,Electrical,68,51,0,0,0,6,0
24,Male,Electronics And Communication,74,87.6,0,0,0,6,1
24,Male,Civil,52.6,67,0,0,1,6,1
21,Female,Electrical,74,72.5,0,1,1,8,1
22,Female,Mechanical,84.2,78.33,1,0,1,6,0
20,Male,Information Technology,86.5,62,0,0,2,8,1
23,Male,Information Technology,61,62,0,0,0,8,1
21,Female,Computer Science,80,51,1,0,1,6,0
21,Male,Computer Science,54,42.16,0,0,0,6,0
21,Male,Information Technology,83,67.2,0,0,1,8,1
23,Male,Mechanical,80.92,80,1,0,1,8,1
22,Male,Electronics And Communication,69.7,58,0,0,0,7,0
23,Male,Information Technology,73,52,0,0,0,7,0
23,Male,Information Technology,82,50.83,0,0,2,6,1
20,Male,Mechanical,75,62,1,0,0,8,1
20,Male,Information Technology,84.86,60,0,0,0,8,1
22,Male,Computer Science,64.6,97,0,1,2,8,1
22,Male,Information Technology,56.6,56,0,0,1,7,1
21,Male,Information Technology,59,64,0,0,0,7,1
20,Male,Computer Science,66.5,71.5,0,0,1,8,1
20,Male,Electrical,64,60.33,1,0,2,7,1
21,Male,Information Technology,84,65,0,0,0,7,0
19,Female,Information Technology,69,77,0,1,1,8,1
19,Male,Electrical,69,62.83,0,0,1,8,1
21,Male,Computer Science,81.7,72,0,0,1,7,1
19,Male,Computer Science,63,64,0,0,0,7,1
20,Female,Computer Science,84,65.5,1,0,0,8,1
19,Male,Electrical,70,47,0,0,0,8,1
21,Female,Civil,83.84,77.6,0,1,1,8,1
21,Female,Computer Science,62,70.2,1,0,1,8,1
22,Male,Information Technology,59.6,61,0,0,0,7,0
20,Male,Electronics And Communication,66,61.4,0,0,0,8,1
22,Male,Electronics And Communication,84,63,0,0,1,7,0
21,Male,Computer Science,85,55,0,0,0,8,1
22,Male,Computer Science,52,76,0,0,0,7,0
21,Male,Computer Science,60.23,63,0,0,1,8,1
20,Male,Information Technology,52,53,0,0,1,8,1
22,Female,Mechanical,58,70,1,0,1,8,1
22,Female,Computer Science,73,65,1,0,0,8,1
21,Male,Electrical,76,60,0,0,0,8,1
22,Male,Mechanical,70.5,63,1,0,0,8,1
22,Female,Computer Science,69,63,1,0,1,7,1
19,Male,Computer Science,54,61.33,0,1,1,7,1
22,Male,Computer Science,45,73,0,1,0,8,1
22,Male,Computer Science,63,62,0,0,3,7,0
21,Male,Information Technology,77,42,0,0,0,7,0
22,Male,Information Technology,73,78,0,0,0,7,0
21,Male,Civil,69,60,0,0,1,7,0
20,Female,Information Technology,59,72,1,0,1,8,1
19,Male,Information Technology,61.08,82,0,0,0,8,1
21,Male,Electronics And Communication,82,60,0,1,1,8,1
21,Male,Information Technology,61,67,0,1,2,7,0
19,Male,Computer Science,52,66,0,0,1,8,1
22,Female,Computer Science,69.5,58,1,1,1,8,1
21,Male,Computer Science,51,78,0,0,1,8,1
19,Male,Electrical,58,91,0,1,1,8,1
19,Female,Electronics And Communication,73.96,78.33,0,0,1,7,1
21,Male,Electrical,65,68,0,0,0,8,1
20,Male,Computer Science,73,52,0,1,0,7,0
20,Male,Computer Science,68.2,73.6,0,0,1,7,0
22,Male,Mechanical,77,49.8,1,1,3,7,0
22,Male,Electronics And Communication,76,49.2,0,0,0,7,0
20,Female,Information Technology,60.8,64,1,0,1,7,1
20,Male,Information Technology,58,79,0,1,0,7,1
22,Female,Computer Science,64,70,1,0,3,8,1
22,Male,Electronics And Communication,66.5,61,0,0,2,8,1
19,Female,Civil,74,68.4,0,0,1,8,1
22,Male,Electronics And Communication,67,55,1,1,1,8,1
22,Male,Information Technology,84,87,0,1,0,8,1
20,Male,Mechanical,79,47,1,0,1,8,1
20,Male,Information Technology,72,75,1,1,1,8,1
20,Male,Mechanical,80.4,66.2,1,1,1,7,0
22,Female,Computer Science,76.7,67,1,0,1,7,0
20,Male,Computer Science,62,66,0,0,1,8,1
19,Male,Civil,74.9,67,0,0,1,7,0
21,Male,Civil,67,65,0,0,0,7,0
19,Male,Computer Science,73,76,0,0,2,7,1
22,Male,Electrical,77.44,60.8,0,0,0,7,0
19,Male,Electronics And Communication,72,60,0,0,0,8,1
19,Male,Civil,47,97.7,1,0,0,7,0
21,Male,Information Technology,67,54.6,0,0,0,8,1
19,Male,Civil,82,79,0,1,0,8,1
22,Male,Computer Science,77,67,0,0,1,8,1
20,Male,Computer Science,65,76.5,0,0,1,7,0
22,Male,Computer Science,66,67,0,0,0,7,0
21,Male,Information Technology,85,73.5,1,0,1,8,1
20,Male,Information Technology,77.67,53,1,0,1,8,1
19,Male,Mechanical,52,81,1,0,1,8,1
20,Male,Civil,89.4,65,0,0,1,8,1
21,Male,Computer Science,62,51,0,0,0,7,0
22,Male,Information Technology,70,78,0,0,0,8,1
20,Female,Computer Science,77,44,1,0,1,8,1
19,Male,Information Technology,44,76,0,0,1,7,0
21,Male,Computer Science,71,58,0,0,1,8,1
20,Male,Electronics And Communication,65,68,0,0,0,8,1
21,Male,Computer Science,75.4,77,0,0,1,8,1
20,Male,Mechanical,49,63.16,1,1,0,8,1
21,Male,Electrical,53,39,0,0,0,7,0
20,Male,Computer Science,51.57,87,0,0,2,8,1
21,Male,Computer Science,84.2,73,0,1,1,7,0
22,Male,Computer Science,66.5,64,0,0,0,8,1
19,Male,Electronics And Communication,67,71.98,0,0,0,8,1
19,Male,Civil,52,60,0,0,0,7,0
21,Male,Information Technology,87,62,0,0,0,7,0
21,Male,Mechanical,55.6,37,1,0,1,8,1
19,Male,Computer Science,74.2,73.2,0,0,0,8,1
22,Male,Computer Science,63,61.12,0,0,2,7,0
20,Male,Computer Science,67.16,45.83,0,0,1,7,0
22,Male,Information Technology,63.3,70,1,0,1,7,0
21,Male,Mechanical,62,60,1,0,0,8,1
19,Male,Electronics And Communication,67.9,66.6,0,0,0,8,1
20,Male,Information Technology,48,71.4,0,0,1,7,0
22,Male,Information Technology,59.96,76,0,0,1,8,1
20,Male,Computer Science,63.4,62,0,0,0,8,1
19,Male,Computer Science,80,65.58,0,0,1,7,0
21,Male,Electronics And Communication,73,70,0,0,0,7,1
19,Male,Electronics And Communication,52,73.4,0,0,0,8,1
21,Male,Electrical,73.24,64.2,0,0,1,8,1
19,Male,Computer Science,63,70,0,0,0,8,1
19,Male,Computer Science,59,73,0,0,1,8,1
22,Male,Computer Science,73,47,0,0,0,7,0
21,Female,Electronics And Communication,68,74,0,0,0,8,1
19,Male,Computer Science,77.8,78.5,0,0,2,8,1
19,Male,Electronics And Communication,65,47,0,0,0,7,1
19,Male,Electrical,62,73,0,0,0,6,0
20,Male,Mechanical,52,61,1,0,0,8,1
21,Male,Electrical,65,70.29,1,1,1,7,1
20,Male,Computer Science,56.28,67,0,1,0,8,1
22,Male,Computer Science,88,83.83,0,0,0,6,0
19,Male,Computer Science,52,64.8,0,0,0,7,0
20,Male,Electrical,78.5,62,0,1,0,8,1
22,Female,Electrical,61.8,70.4,0,0,0,6,0
22,Male,Information Technology,54,80,0,0,1,6,0
21,Male,Electronics And Communication,64,90.9,0,1,0,6,0
20,Male,Computer Science,67,62,0,1,0,7,0
20,Male,Information Technology,65.2,62,0,0,1,7,0
21,Male,Information Technology,60,63,0,0,0,8,1
21,Male,Computer Science,52,67,0,0,1,8,1
19,Male,Civil,66,79,0,1,1,7,0
19,Male,Computer Science,72,63,0,0,0,8,1
19,Male,Electrical,83.96,89.83,0,0,1,6,0
22,Male,Electronics And Communication,67,63,0,0,0,7,0
22,Male,Electronics And Communication,69,51,0,0,0,6,0
22,Male,Electronics And Communication,69,62,0,1,1,8,1
22,Male,Computer Science,54.2,75,0,0,1,7,0
19,Male,Mechanical,70,90,1,0,2,8,1
20,Male,Computer Science,55.68,57,0,1,0,6,0
22,Female,Mechanical,74,69,1,0,1,6,0
21,Male,Information Technology,61,62,0,1,0,6,0
22,Male,Electronics And Communication,41,62,0,0,3,6,1
20,Male,Computer Science,83.33,78,0,0,0,7,0
20,Male,Information Technology,43,70,0,0,0,6,0
20,Male,Information Technology,62,62.5,0,0,1,8,1
21,Male,Civil,80.6,73,0,0,0,7,0
20,Male,Computer Science,58,82,0,0,2,7,1
20,Male,Electrical,67,57,0,0,1,6,0
19,Male,Electrical,74,72,0,1,2,6,0
19,Male,Civil,62,61,1,0,2,6,1
22,Male,Computer Science,62.83,78,0,0,1,8,1
22,Female,Electrical,72,63,1,1,0,7,0
19,Male,Computer Science,64,64,0,0,0,6,0
22,Male,Mechanical,65.5,50,1,0,2,7,0
20,Male,Computer Science,47,90,0,0,1,6,0
21,Male,Electrical,77.6,82,0,0,1,7,1
20,Male,Mechanical,70.2,63,1,0,0,8,1
22,Male,Computer Science,61,70,0,0,1,7,0
19,Male,Information Technology,61.4,54,0,0,1,8,1
22,Male,Information Technology,63,61,0,0,0,6,0
19,Male,Electronics And Communication,55,79,0,0,2,8,1
19,Male,Mechanical,76,68,1,1,0,6,0
21,Male,Information Technology,63,63,0,0,0,8,1
21,Male,Information Technology,53,72.8,0,0,1,6,0
21,Male,Electronics And Communication,70,75,1,1,2,8,1
19,Male,Information Technology,65,80,1,0,1,7,0
21,Male,Computer Science,60,68.4,0,0,0,8,1
20,Male,Electrical,63,40,0,0,0,8,1
20,Male,Information Technology,63,67,0,0,0,6,0
20,Male,Electronics And Communication,61.33,66.8,0,0,2,6,1
21,Male,Electrical,73,59,0,0,1,8,1
22,Male,Electrical,62,71,0,0,0,7,0
21,Male,Information Technology,42,73,0,1,2,7,0
21,Male,Information Technology,78,61,0,0,2,6,1
20,Male,Mechanical,60,60,1,0,0,6,0
21,Male,Electrical,72,73.4,0,0,0,7,0
22,Male,Information Technology,82,89.7,0,0,2,6,1
21,Female,Computer Science,60,65,1,0,0,8,1
21,Male,Electronics And Communication,67,57,0,0,0,8,1
19,Male,Computer Science,66,68,0,1,2,7,0
20,Female,Electrical,58,64,1,1,0,8,1
19,Male,Electrical,78,92,0,0,0,8,1
19,Male,Information Technology,91,56,0,0,3,7,1
21,Female,Computer Science,78.33,59,1,1,0,6,0
21,Male,Computer Science,68,63,0,0,2,6,1
22,Male,Computer Science,52,64,0,0,2,8,1
20,Male,Electrical,73.6,70,0,0,1,7,1
19,Male,Mechanical,49.8,64.8,1,0,0,6,0
20,Male,Electrical,49.2,64,1,1,0,6,0
19,Male,Civil,64,60,1,0,0,8,1
19,Male,Computer Science,79,64.89,0,0,1,6,0
21,Male,Computer Science,70,50,0,1,0,8,1
22,Male,Civil,61,65.66,0,0,1,7,0
22,Male,Information Technology,68.4,63,0,1,0,6,0
21,Male,Civil,55,74,0,0,1,6,0
21,Female,Computer Science,87,86,1,0,2,7,1
20,Male,Electronics And Communication,47,58,0,0,1,7,1
19,Male,Electronics And Communication,75,58.66,0,0,0,6,0
20,Male,Mechanical,66.2,65,1,1,0,8,1
20,Female,Information Technology,67,60.5,0,0,1,8,1
21,Male,Computer Science,66,59,0,0,0,6,0
20,Male,Information Technology,67,63,0,0,1,7,0
22,Male,Computer Science,65,74.66,0,0,2,7,0
21,Male,Electronics And Communication,76,69.4,1,1,1,8,1
19,Male,Computer Science,60.8,62.5,0,0,1,7,0
20,Male,Information Technology,60,63,0,0,2,7,1
19,Male,Information Technology,97.7,49,0,0,1,8,1
21,Male,Information Technology,54.6,74,0,1,1,9,1
19,Male,Information Technology,79,51,0,1,0,6,0
19,Male,Computer Science,67,87.6,0,0,1,9,1
19,Male,Civil,76.5,67,0,0,0,7,0
20,Female,Computer Science,67,72.5,1,1,1,6,1
20,Male,Information Technology,73.5,78.33,0,0,0,6,0
19,Male,Electronics And Communication,53,62,0,0,0,8,1
19,Male,Electronics And Communication,81,62,0,0,0,7,0
21,Male,Computer Science,65,51,0,1,0,5,0
21,Male,Electrical,51,42.16,0,0,0,7,0
19,Male,Mechanical,78,67.2,1,1,0,9,1
19,Male,Electronics And Communication,44,80,1,1,2,8,1
19,Male,Electronics And Communication,76,58,0,0,0,9,1
20,Male,Computer Science,58,52,0,0,3,6,1
22,Male,Information Technology,68,50.83,0,0,1,6,1
22,Male,Computer Science,77,62,0,0,1,9,1
21,Male,Computer Science,63.16,60,0,1,1,7,1
21,Female,Information Technology,39,97,0,0,1,5,0
22,Male,Electrical,87,56,1,0,0,5,0
19,Male,Mechanical,73,64,1,0,1,5,0
22,Male,Mechanical,64,71.5,1,0,0,5,0
21,Male,Electronics And Communication,71.98,60.33,0,0,0,9,1
19,Male,Computer Science,60,65,0,0,0,8,1
21,Male,Electrical,62,77,0,0,1,5,0
20,Male,Electrical,37,62.83,0,0,0,5,0
21,Female,Civil,73.2,72,0,0,1,8,1
20,Male,Computer Science,61.12,64,0,1,0,8,1
